0.063492063,0.126984127,0.095238095,0.015873016,0,0,0,0.095238095,0.126984127,0.174603175,0.015873016,0,0,0,0.031746032,0.079365079,0.095238095,0.047619048,0.015873016,0.015873016,0
0.010204082,0.116326531,0.120408163,0.030612245,0.010204082,0,0,0.016326531,0.128571429,0.202040816,0.040816327,0.002040816,0.002040816,0,0.010204082,0.073469388,0.144897959,0.071428571,0.018367347,0.002040816,0
0.001025641,0.032820513,0.358974358,0.037948718,0.015384615,0,0,0.003076923,0.058461538,0.187692308,0.063589744,0.015384615,0,0,0.003076923,0.046153846,0.225641026,0.132307692,0.043076923,0.006153846,0
0,0.006772009,0.063205418,0.208577877,0.0248307,0.002257336,0,0.002257336,0.0496614,0.16027088,0.101580135,0.022573363,0.006772009,0,0.009029345,0.018058691,0.162528217,0.164785553,0.115124153,0.015801354,0
0,0,0.079831933,0.06302521,0.042016807,0.008403361,0,0.004201681,0.021008403,0.159663866,0.138655462,0.050420168,0.004201681,0,0.004201681,0.004201681,0.092436975,0.147058824,0.159663866,0.021008403,0
0,0.012195122,0.012195122,0.06097561,0.073170732,0.012195122,0,0,0.036585366,0.097560976,0.134146341,0.036585366,0.073170732,0,0,0,0.085365854,0.073170732,0.170731707,0.12195122,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004938272,0.004938272,0.012345679,0.002469136,0,0,0,0.162962963,0.266666667,0.167901235,0.022222222,0.002469136,0.012345679,0,0.049382716,0.07654321,0.148148148,0.04691358,0.017283951,0.002469136,0
0.001242236,0.011180124,0.014492754,0.002484472,0.001242236,0,0,0.029399586,0.247619048,0.254658385,0.050931677,0.006625259,0.004554865,0,0.01242236,0.09689441,0.178467909,0.064596273,0.019875776,0.003312629,0
0,0.004662993,0.015472658,0.009325986,0.001271725,0.000211954,0,0.008478169,0.095803306,0.880118694,0.089232726,0.017804154,0.003603222,0,0.003179313,0.050869012,0.220644341,0.120813904,0.038575668,0.005722764,0
0.000518941,0.002075765,0.014011417,0.011935651,0.005189414,0.001037883,0,0.006746238,0.055007784,0.250648677,0.476595745,0.042553191,0.006227296,0,0.002594707,0.023871303,0.15256876,0.166580176,0.07628438,0.011935651,0
0,0,0.011378003,0.013906448,0.006321113,0.001264223,0,0.00505689,0.059418458,0.18204804,0.16182048,0.078381795,0.01517067,0,0.001264223,0.011378003,0.108723135,0.165613148,0.1517067,0.026548673,0
0,0,0.016528926,0.016528926,0.008264463,0,0,0,0.033057851,0.173553719,0.190082645,0.099173554,0.033057851,0,0.008264463,0.024793388,0.066115702,0.132231405,0.115702479,0.082644628,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014409222,0.011527378,0.020172911,0.002881844,0,0,0,0.095100865,0.115273775,0.054755043,0.023054755,0,0,0,0.123919308,0.21037464,0.227665706,0.077809798,0.023054755,0,0
0.000323729,0.006150858,0.012949174,0.002589835,0.000647459,0,0,0.014567821,0.089025575,0.13726125,0.025898349,0.002589835,0.000971188,0,0.019100032,0.214956297,0.351246358,0.092262868,0.023632243,0.005827129,0
0,0.003726873,0.013443365,0.00559031,0.000133103,0,0,0.00306136,0.047650739,0.151603887,0.042725942,0.006388926,0.001597231,0,0.006122721,0.094769067,1.191854121,0.155197657,0.036470118,0.005856515,0
0.000498132,0.003237858,0.011955168,0.010958904,0.002739726,0.000249066,0,0.004483188,0.033125778,0.146450809,0.079202989,0.017932752,0.003237858,0,0.006475716,0.047073474,0.279950187,0.672278953,0.098879203,0.013449564,0
0.000333667,0.001001001,0.012345679,0.009676343,0.012679346,0.001001001,0,0.002002002,0.028695362,0.131131131,0.097764431,0.049049049,0.005005005,0,0.004337671,0.034701368,0.15348682,0.228228228,0.187854521,0.040707374,0
0,0.004098361,0.010245902,0.013319672,0.011270492,0.00307377,0,0.004098361,0.023565574,0.089139344,0.095286885,0.049180328,0.014344262,0,0.00307377,0.026639344,0.133196721,0.203893443,0.209016393,0.106557377,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0